realm-java 6cf596df183b3c3a38ed5dd9bb3b0100c6548ebb EXTRACT	{Method showStatus(Realm) at examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MigrationExampleActivity.java:112}	{Method showStatus(String) at examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MigrationExampleActivity.java:131})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:74}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CharacteristicAggregateFormatValue() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBUUIDIdentifier.java:155}	{Method CharacteristicAggregateFormat() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBUUIDIdentifier.java:181})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method QualityKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:176}	{Method Quality() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:201})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyJFIF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyJFIFData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyTIFF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method SharpnessKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:667}	{Method Sharpness() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:685})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ContinuousDriveKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:145}	{Method ContinuousDrive() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:171})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTC, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CustomRenderedKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:622}	{Method CustomRendered() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:640})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyJFIF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyJFIFData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method VersionKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:223}	{Method Version() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:247})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyPNG, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNGData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CMYKValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:118}	{Method CMYK() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:145})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTC, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyTIFF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method IsIndexedKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:555}	{Method IsIndexed() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:765})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExifAux, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAuxData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyGPS, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPSData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ProvinceStateKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:467}	{Method ProvinceState() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:488})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method WhiteBalanceKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:632}	{Method WhiteBalance() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:650})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ObjectAttributeReferenceKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:307}	{Method ObjectAttributeReference() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:328})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method StatusKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:268}	{Method Status() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:292})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method LightSourceKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:497}	{Method LightSource() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:515})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method FirmwareKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:155}	{Method Firmware() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:181})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DestinationDateTimeKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:213}	{Method DestinationDateTime() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:249})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyDNG, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyDNGData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 CHANGE_SIGNATURE	{Method valueOf(String) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBUUIDIdentifier.java:135}	{Method valueOf(NSString) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBUUIDIdentifier.java:154})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTC, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTCContactInfo, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyCIFF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCIFFData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method AspectRatioInfoKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:160}	{Method AspectRatioInfo() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanon.java:186})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyPNG, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNGData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ResolutionUnitKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:211}	{Method ResolutionUnit() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:236})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DigitalCreationTimeKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:427}	{Method DigitalCreationTime() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:448})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:76}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DateTimeDigitizedKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:447}	{Method DateTimeDigitized() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:465})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ExpirationTimeKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:382}	{Method ExpirationTime() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:403})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ExifValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataPrefix.java:129}	{Method Exif() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataPrefix.java:155})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataEnumerationOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method FocalPlaneYResolutionKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:582}	{Method FocalPlaneYResolution() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:600})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method WhiteBalanceModeKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:181}	{Method WhiteBalanceMode() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:206})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method EditorialUpdateKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:322}	{Method EditorialUpdate() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:343})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExifAux, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAuxData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method LensAdapterKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:216}	{Method LensAdapter() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:241})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method SubjectDistRangeKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:677}	{Method SubjectDistRange() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:695})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method YPixelsPerMeterKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNG.java:173}	{Method YPixelsPerMeter() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNG.java:198})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method MaxApertureValueKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:482}	{Method MaxApertureValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:500})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DublinCoreValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataNamespace.java:144}	{Method DublinCore() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataNamespace.java:170})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyDNG, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyDNGData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExif, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method UserCommentKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:522}	{Method UserComment() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:540})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifData.java:76}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExifAux, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAuxData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CaptionAbstractKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:512}	{Method CaptionAbstract() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:533})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ManufacturerDataKey() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:157}	{Method ManufacturerData() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:178})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method TypeIdentifierHintKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:221}	{Method TypeIdentifierHint() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:239})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyTIFF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyGIF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGIFData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ProfileNameKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:570}	{Method ProfileName() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:780})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ShutterCountKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:251}	{Method ShutterCount() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikon.java:276})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
netty 303cb535239a6f07cbe24a033ef965e2f55758eb INLINE	{Method principal(Certificate[]) at handler/src/main/java/io/netty/handler/ssl/OpenSslEngine.java:1461}	{Method getLocalPrincipal() at handler/src/main/java/io/netty/handler/ssl/OpenSslEngine.java:1452})
